emp_no,first_name,last_name,birth_date,from_date,to_date,title
274369,Ranga,Waymire,1/29/65,1/27/97,1/1/99,Senior Staff
274813,Yefim,Pettey,1/10/65,8/7/93,1/1/99,Staff
275158,Satyanarayana,Brandsma,1/7/65,12/8/99,1/1/99,Engineer
275263,Vojin,Laventhal,1/21/65,10/18/91,1/1/99,Engineer
275444,Limsoon,Leppanen,1/16/65,1/21/93,1/1/99,Engineer
275495,Shen,Yamaashi,1/13/65,2/19/95,1/1/99,Staff
275801,Ayakannu,Heinisuo,1/22/65,6/28/86,1/1/99,Senior Staff
275881,Jiann,Munro,1/8/65,5/18/88,1/1/99,Senior Engineer
275994,Uma,Prampolini,1/29/65,2/21/91,1/1/99,Engineer
276027,Holgard,Stavenow,1/4/65,2/28/86,1/1/99,Senior Staff
276184,Mari,Swick,1/10/65,4/8/91,1/1/99,Senior Staff
276186,Sajjad,Vecchi,1/30/65,6/2/93,1/1/99,Senior Staff
276189,Isaac,Klerer,1/10/65,3/19/95,1/1/99,Senior Staff
276445,Atilio,Randi,1/27/65,7/2/88,1/1/99,Engineer
276472,Hideyuki,Flanders,1/27/65,11/10/88,1/1/99,Engineer
276563,Gift,Solares,1/1/65,8/1/95,1/1/99,Senior Staff
276868,Alois,Sanella,1/19/65,3/13/98,1/1/99,Staff
276922,Yongmin,Sidje,1/18/65,6/9/98,10/31/01,Engineer
277316,Vitali,Rothenberg,1/3/65,10/4/89,1/1/99,Senior Staff
277362,Uzi,Kugler,1/9/65,1/12/91,1/1/99,Senior Staff
277420,Rayond,Schach,1/16/65,4/22/95,1/1/99,Engineer
277777,Herbert,Itzigehl,1/27/65,7/4/90,1/1/99,Senior Engineer
277829,Michaela,Fandrianto,1/22/65,6/2/86,1/1/99,Senior Engineer
277926,Shaunak,Solovay,1/13/65,12/26/92,1/13/94,Senior Staff
278239,Boaz,Bottner,1/19/65,2/6/94,1/1/99,Staff
278386,Caolyn,Poujol,1/15/65,12/3/95,1/1/99,Technique Leader
278452,Sudhanshu,Toyoshima,1/7/65,8/29/87,1/1/99,Senior Staff
278484,Koldo,Peternell,1/25/65,11/5/92,4/6/93,Staff
278536,Munenori,Shobatake,1/14/65,1/10/92,1/1/99,Senior Staff
278549,Jaana,Werthner,1/2/65,7/27/89,1/1/99,Senior Staff
278883,Hidefumi,Saoudi,1/22/65,9/15/90,5/18/96,Engineer
278953,Jeanna,Ghandeharizadeh,1/26/65,8/11/90,1/1/99,Senior Engineer
279115,Maren,DuCasse,1/5/65,11/29/97,1/1/99,Engineer
279280,Niranjan,Debuse,1/9/65,9/21/92,1/1/99,Engineer
279384,Hugo,Comte,1/24/65,6/30/92,12/5/93,Senior Staff
279791,Chiranjit,Lyonns,1/10/65,12/24/86,1/1/99,Assistant Engineer
280029,Vasilii,Verhaegen,1/7/65,3/25/91,4/24/91,Staff
280070,Niteen,Ebeling,1/24/65,3/29/88,1/1/99,Senior Staff
280291,Lenore,Badache,1/26/65,11/24/98,1/1/99,Staff
280411,Hironoby,Farrar,1/18/65,11/3/87,11/12/96,Technique Leader
280420,Jahangir,Hofting,1/31/65,9/28/86,1/1/99,Senior Staff
280525,Kish,Herbst,1/13/65,8/18/96,1/1/99,Staff
280648,Heeju,Lorys,1/4/65,12/27/86,1/1/99,Engineer
280836,Ipke,Farrar,1/16/65,3/4/91,12/3/99,Senior Engineer
281180,Phillip,Fontet,1/11/65,9/3/91,2/7/98,Staff
281570,Zijian,Covnot,1/8/65,9/13/94,1/1/99,Assistant Engineer
281692,Khosrow,Sommen,1/6/65,3/3/90,1/1/99,Senior Engineer
281834,Fumitake,Marchegay,1/16/65,9/29/91,6/12/97,Assistant Engineer
281848,Parke,Staylopatis,1/29/65,7/31/93,1/1/99,Engineer
281859,Masanao,Papastamatiou,1/17/65,11/25/85,1/1/99,Engineer
282000,Hideo,Ratnakar,1/6/65,6/13/85,3/20/98,Assistant Engineer
282191,Alper,Shinomoto,1/16/65,10/20/97,1/1/99,Engineer
282333,Nahla,Serdy,1/25/65,9/9/93,1/1/99,Staff
282343,Xinglin,Haldar,1/13/65,7/20/88,1/1/99,Senior Staff
282547,Nahum,Codenie,1/18/65,6/14/99,1/1/99,Engineer
282585,Zijian,Lammel,1/3/65,7/1/96,1/1/99,Staff
282699,Candida,Felcyn,1/28/65,8/4/86,5/25/02,Assistant Engineer
282862,Chenxi,Pusterhofer,1/30/65,6/2/96,7/12/00,Staff
282894,Fay,Bellmore,1/5/65,5/3/89,1/1/99,Engineer
283041,Nathalie,Foote,1/4/65,7/20/91,6/20/92,Senior Engineer
283138,Cullen,Mikschl,1/19/65,1/16/90,3/11/90,Senior Staff
283168,Sanjai,Kopetz,1/15/65,4/19/99,5/21/99,Assistant Engineer
284045,Fun,Seiwald,2/1/65,6/24/94,2/15/00,Engineer
284300,Ishfaq,Mahmud,1/22/65,11/29/91,1/1/99,Staff
284431,Pintsang,Fujisawa,1/25/65,4/16/96,1/1/99,Senior Staff
284561,Duri,Beznosov,1/3/65,2/15/88,1/1/99,Senior Engineer
284687,Oksana,Redmiles,1/15/65,6/22/85,1/1/99,Engineer
284691,Theron,Ressouche,1/4/65,8/17/88,1/1/99,Engineer
284711,Martijn,Azevdeo,1/21/65,2/10/88,1/1/99,Senior Engineer
284717,Gal,Ranta,1/11/65,11/7/92,1/1/99,Engineer
284856,Moto,Kobara,1/5/65,12/12/91,1/1/99,Engineer
284954,Anneke,Hammerschmidt,1/16/65,1/30/96,1/1/99,Engineer
285149,Nahum,Schahn,1/20/65,2/17/98,3/15/00,Senior Engineer
285164,Xiaocheng,Kumaresan,1/2/65,10/3/94,1/1/99,Staff
285318,Theron,Ravishankar,1/9/65,12/27/91,10/9/99,Engineer
285396,Lena,Kohling,1/27/65,10/4/86,1/1/99,Engineer
285905,Kellyn,Bage,1/9/65,11/4/94,1/1/99,Senior Staff
285906,Arnould,Buescher,1/2/65,3/26/98,1/1/99,Engineer
286026,Utpal,Zaumen,1/21/65,2/25/91,1/1/99,Senior Staff
286029,Jaques,Nanard,1/28/65,7/16/96,1/1/99,Staff
286370,Toshimitsu,Seuren,1/6/65,1/19/95,1/1/99,Senior Staff
286452,Behnaam,Bierbaum,1/26/65,1/31/99,1/1/99,Engineer
286573,Nahum,Nishimukai,1/27/65,2/2/91,7/29/94,Engineer
286779,Sigeru,Versino,1/24/65,8/31/98,1/1/99,Engineer
286986,Woody,Trelles,1/1/65,5/23/96,1/1/99,Senior Engineer
287323,Steve,Dengi,2/1/65,9/15/99,1/1/99,Staff
287327,Youjian,Felder,1/13/65,7/15/93,1/1/99,Senior Staff
287334,Elliott,Speer,1/5/65,8/8/98,1/1/99,Engineer
287436,Sasan,Deville,1/2/65,10/11/94,4/25/01,Technique Leader
287482,Shigeaki,Gihr,1/1/65,3/18/94,1/1/99,Engineer
287583,Jovan,Hockney,1/18/65,6/21/90,1/1/99,Engineer
287609,Sailaja,Negoita,1/6/65,1/20/88,1/1/99,Assistant Engineer
287713,Aamod,Ranka,1/23/65,12/7/92,1/1/99,Senior Staff
287808,Vidar,Ozeki,1/9/65,6/17/96,1/1/99,Technique Leader
287822,Mooi,Perfilyeva,1/24/65,5/11/98,1/4/99,Engineer
287983,Randi,Munos,1/23/65,9/7/90,1/1/99,Senior Staff
287984,Troy,Kobuchi,1/9/65,2/12/91,1/1/99,Engineer
288028,Kauko,Narwekar,1/22/65,12/16/85,1/1/99,Engineer
288134,IEEE,VanScheik,1/11/65,2/11/92,11/20/93,Staff
288142,Shay,Heystek,1/25/65,4/1/89,1/1/99,Senior Staff
288166,Masoud,Asmuth,1/11/65,9/5/94,1/1/99,Staff
288560,Yifei,Birjandi,1/16/65,2/7/94,1/1/99,Senior Staff
288563,Cristinel,Gerlach,1/2/65,1/9/96,1/1/99,Engineer
288606,Susumu,Swiss,1/21/65,11/15/91,1/1/99,Senior Staff
288665,Horward,Khasidashvili,1/31/65,11/19/98,1/1/99,Senior Engineer
288848,Vivian,Hennebert,1/31/65,4/10/91,6/11/94,Staff
288893,Bedrich,Rosenbaum,1/30/65,1/27/91,1/1/99,Engineer
289122,Nikolaus,Akaboshi,1/21/65,9/20/90,7/4/95,Staff
289454,Bowen,Narwekar,1/20/65,3/8/85,1/1/99,Senior Engineer
289687,Fai,Maccarone,1/31/65,10/30/85,1/1/99,Senior Staff
289807,Soenke,Lemarechal,1/4/65,9/4/94,1/1/99,Senior Staff
289909,Hilari,Vecchio,1/9/65,4/24/93,1/1/99,Senior Staff
290009,Zijian,Rindone,1/22/65,7/9/89,1/1/99,Senior Staff
290010,Fox,Lodder,1/11/65,2/17/88,1/29/94,Staff
290075,Boalin,Byoun,1/15/65,10/1/90,1/1/99,Staff
290284,Kwangjo,Menhardt,1/8/65,1/11/96,1/1/99,Engineer
290441,Gregory,Collavizza,1/25/65,9/9/87,1/1/99,Senior Staff
290467,Shaowen,Poulakidas,1/29/65,4/15/87,1/1/99,Staff
290478,Tsvetan,Sherertz,1/3/65,8/7/89,1/1/99,Assistant Engineer
290563,Shigehiro,Oxenboll,1/9/65,2/26/86,1/1/99,Senior Engineer
290769,Lalit,Blokdijk,1/26/65,2/1/99,1/1/99,Senior Engineer
291349,Constantijn,Rusterholz,1/19/65,8/28/98,11/13/98,Staff
291352,Danai,Trelles,1/7/65,4/17/92,8/26/97,Technique Leader
291368,Gita,Rodier,1/3/65,8/24/90,4/27/94,Staff
291612,Siamak,Gomatam,1/30/65,7/8/98,1/1/99,Engineer
291669,Faiza,Bach,1/4/65,9/13/99,1/1/99,Engineer
291755,Ebru,Doering,1/29/65,8/27/94,4/6/01,Assistant Engineer
291819,Uriel,Georg,1/13/65,6/8/91,6/22/99,Senior Staff
292110,Menkae,Showalter,1/23/65,8/9/96,1/1/99,Engineer
292146,Khatoun,Pulkowski,1/9/65,1/11/98,1/9/02,Engineer
292210,Masaru,Huhdanpaa,1/17/65,11/23/96,1/1/99,Engineer
292374,Shridhar,Chvatal,1/15/65,10/2/89,5/9/90,Staff
292404,Hongzue,Zultner,1/28/65,2/22/90,1/1/99,Senior Staff
292504,Georgi,Bednarek,1/27/65,3/2/94,1/1/99,Engineer
292515,Bernd,Thummel,1/4/65,8/3/89,1/1/99,Assistant Engineer
292828,Ziya,Tokunaga,1/10/65,1/8/86,1/1/99,Engineer
292901,Shuky,Journel,1/2/65,2/14/85,4/27/95,Engineer
293080,Hideyuki,Slaats,1/12/65,5/30/87,1/1/99,Senior Staff
293154,Syozo,Maliniak,1/21/65,11/9/92,6/6/93,Senior Staff
293280,Moti,Steenbeek,1/24/65,1/22/87,1/1/99,Engineer
293329,Fumiya,Griswold,1/15/65,6/12/86,1/1/99,Engineer
293746,Sanjay,Litecky,1/25/65,8/27/95,1/1/99,Engineer
293752,Jungsoon,Bail,1/4/65,2/18/86,1/1/99,Senior Staff
294144,Takanari,Ermel,1/9/65,1/11/92,1/1/99,Senior Staff
294241,Marl,Fiebach,1/12/65,7/26/94,1/1/99,Staff
294446,Claudi,Ruemmler,1/27/65,8/13/99,1/1/99,Staff
294461,Siddarth,Rosiles,1/14/65,11/18/85,1/1/99,Senior Engineer
294527,Ashish,Candan,1/4/65,2/2/92,1/1/99,Senior Staff
294652,Hironobu,Brodie,1/27/65,9/17/85,12/21/98,Senior Engineer
294791,Vesna,Lammel,1/28/65,10/8/99,1/1/99,Assistant Engineer
294857,Caolyn,Ozeri,1/15/65,7/29/86,1/1/99,Senior Engineer
294996,Tomoyuki,Vigier,2/1/65,7/8/91,3/8/00,Senior Staff
295030,Fun,Keirsey,1/1/65,7/9/85,1/1/99,Senior Staff
295236,Kauko,Fujisawa,1/24/65,9/13/87,1/1/99,Engineer
295254,Xuejun,Pfau,1/15/65,7/24/85,1/1/99,Senior Staff
295255,Jacopo,Bellone,1/4/65,3/13/88,1/1/99,Technique Leader
295262,Moon,Pews,1/22/65,8/6/94,1/1/99,Assistant Engineer
295268,Eben,Calkin,1/28/65,12/19/96,1/1/99,Senior Staff
295278,Val,Barvinok,1/4/65,1/2/90,1/1/99,Engineer
295411,Chiranjit,Serot,1/18/65,4/4/97,1/1/99,Staff
295476,Shawna,Chiodo,1/19/65,1/22/99,4/5/99,Engineer
295857,Kankanahalli,Ciolek,1/17/65,12/26/89,1/1/99,Senior Staff
296062,Shaz,Driscoll,1/29/65,10/3/98,1/1/99,Staff
296303,Mariangiola,Heyers,1/28/65,8/4/92,1/1/99,Technique Leader
296428,Charmane,Simmen,1/3/65,3/7/89,1/1/99,Senior Staff
296610,Pranav,Berztiss,1/25/65,10/6/90,9/9/96,Senior Engineer
296621,Bokyung,Plump,1/2/65,7/5/86,4/27/89,Technique Leader
296664,Dipayan,Geffroy,1/31/65,9/17/87,1/1/99,Senior Engineer
296687,Palash,Spieker,1/2/65,5/11/91,1/1/99,Senior Staff
296718,Kamakshi,Bahl,1/30/65,12/22/87,1/1/99,Senior Engineer
296962,Wilmer,Luke,1/28/65,2/13/87,2/15/99,Technique Leader
297008,Boutros,Awdeh,1/20/65,11/7/85,7/11/88,Staff
297232,Lokesh,Saoudi,1/16/65,5/25/99,1/1/99,Senior Staff
297243,Tesuya,Mansanne,1/13/65,10/8/93,6/1/97,Senior Staff
297431,Cathie,Ratnakar,1/12/65,6/23/96,1/1/99,Senior Staff
297474,Irena,Terkki,1/13/65,3/11/98,1/1/99,Staff
297804,Vasilis,Ginneken,1/16/65,9/13/85,4/8/90,Engineer
297905,Marc,Bahl,1/12/65,6/18/97,1/1/99,Assistant Engineer
297954,Sailaja,Fujisaki,1/13/65,7/24/95,1/1/99,Assistant Engineer
298339,King,Benzmuller,1/11/65,9/4/86,1/1/99,Engineer
298479,Kamakshi,Badache,1/24/65,6/11/96,3/11/99,Staff
298577,Florina,Litecky,1/11/65,12/2/85,1/1/99,Senior Staff
298953,Zita,Syang,2/1/65,12/29/98,1/1/99,Staff
299346,Fumitake,Sichman,1/9/65,2/21/91,1/1/99,Senior Staff
299580,Luisa,Itzfeldt,1/21/65,1/23/97,1/1/99,Engineer
299718,Denny,Shobatake,1/15/65,6/22/97,1/1/99,Senior Staff
299737,Patricio,Itzfeldt,2/1/65,5/21/85,1/1/99,Senior Staff
400046,Hilari,Christ,1/12/65,1/19/91,10/7/96,Senior Staff
400344,Yishai,Sessa,1/4/65,8/21/96,9/30/00,Engineer
400358,Angus,Jullig,1/31/65,4/13/89,1/1/99,Engineer
400683,Kamakshi,Manders,1/28/65,8/5/95,1/1/99,Staff
400780,Poornachandra,Asser,1/9/65,11/7/93,1/1/99,Engineer
400796,Bodo,Halevi,1/10/65,5/30/96,1/1/99,Engineer
401154,Danae,Kragelund,1/27/65,5/20/87,1/1/99,Senior Staff
401278,Oguz,Schurmann,1/16/65,11/11/86,1/1/99,Engineer
401333,Martins,Shokrollahi,1/30/65,11/4/86,1/1/99,Senior Engineer
401364,Pranay,Kambil,1/16/65,7/30/99,4/6/02,Senior Staff
401420,Florian,Uhrig,1/6/65,1/31/87,1/1/99,Senior Staff
401574,Yannik,Falco,1/13/65,1/15/88,1/1/99,Technique Leader
402025,Shigehito,Duclos,1/20/65,9/20/87,1/1/99,Engineer
402102,Kersti,Granlund,1/21/65,3/19/95,1/1/99,Engineer
402223,Fai,Breugel,1/30/65,2/27/95,10/8/99,Staff
402664,Subhada,Janetzko,1/4/65,1/25/87,1/1/99,Senior Engineer
402718,Jeanna,Rettelbach,1/17/65,2/14/90,1/1/99,Senior Engineer
402827,Weidon,Pollacia,1/28/65,2/27/88,3/24/02,Senior Staff
403010,Toshimitsu,Sluis,1/16/65,2/18/85,1/1/99,Senior Engineer
403237,Muneo,Gunderson,1/1/65,12/8/85,9/19/93,Engineer
403455,Marko,Velardi,1/25/65,11/22/92,8/27/01,Engineer
403621,Deborah,Kaminger,1/7/65,6/4/88,1/1/99,Senior Staff
403644,Krisda,Hainaut,1/19/65,7/8/95,1/1/99,Staff
403954,Jeanna,Bratten,1/10/65,7/26/90,1/1/99,Engineer
404018,Valery,Babb,1/11/65,10/19/98,1/1/99,Senior Engineer
404236,Zengping,Kakkar,1/12/65,7/22/88,1/1/99,Engineer
404462,Anestis,Setlzner,1/9/65,7/13/85,1/1/99,Engineer
404573,Eberhardt,Spelt,1/31/65,7/5/97,1/1/99,Staff
404755,Manu,Junet,1/13/65,4/20/91,1/1/99,Senior Staff
404788,Basem,Beausoleil,1/16/65,3/16/98,1/1/99,Engineer
404879,Jeanne,Kaminger,1/12/65,7/21/87,4/21/91,Engineer
405015,Morris,Fargier,1/2/65,6/29/88,1/1/99,Senior Staff
405063,Yechezkel,Yurov,1/26/65,11/30/98,11/16/01,Senior Engineer
405372,Masami,Merro,1/24/65,9/23/88,8/31/99,Senior Staff
406125,Georgi,Portugali,1/25/65,9/27/87,1/1/99,Technique Leader
406239,Marek,Tomescu,1/9/65,5/15/95,1/1/99,Engineer
406249,Naraig,Snyers,1/23/65,12/3/86,5/19/92,Senior Engineer
406299,Kitty,Kolvik,1/25/65,10/7/91,4/29/95,Engineer
406537,Martien,Ranum,1/30/65,3/15/93,5/18/99,Senior Engineer
406564,Parviz,Picco,1/25/65,4/16/95,1/1/99,Engineer
406714,Malu,Ossenbruggen,2/1/65,11/21/86,1/1/99,Senior Staff
406847,Alexius,Crouzet,1/24/65,10/5/99,1/1/99,Staff
407522,Tommaso,Raczkowsky,1/25/65,8/29/96,1/1/99,Staff
407837,Fei,Erez,2/1/65,10/15/86,4/2/88,Engineer
408019,Shridhar,Chleq,1/1/65,3/22/86,1/1/99,Senior Engineer
408114,Geoffrey,Ladret,1/5/65,1/3/94,1/1/99,Engineer
408163,Irene,Sethi,1/21/65,9/6/96,8/12/00,Senior Engineer
408417,Tsz,Daescu,1/19/65,1/29/94,9/28/94,Staff
408435,Bikash,Vilarrasa,1/18/65,3/26/99,12/29/00,Staff
408437,Uno,Solares,1/29/65,9/22/94,1/1/99,Senior Staff
408447,Mayuri,Werthner,1/13/65,8/19/90,2/20/01,Senior Staff
408654,Yongqiao,Cochrane,1/9/65,10/27/86,1/1/99,Senior Staff
408953,Jolita,Claffy,1/26/65,12/24/93,1/1/99,Senior Engineer
409112,Sahrah,Mitchem,1/10/65,3/28/91,5/18/02,Senior Staff
409391,Willard,Verspoor,1/6/65,2/28/99,1/1/99,Engineer
409712,Etsuo,Andreotta,1/23/65,3/28/92,6/23/00,Engineer
409798,Dekang,Tsunoo,1/15/65,1/19/95,1/1/99,Technique Leader
409805,Frazer,Candan,1/15/65,3/5/99,1/1/99,Senior Engineer
409898,Divier,Ishibashi,2/1/65,9/22/89,1/1/99,Engineer
410028,Xiadong,McClurg,1/11/65,9/17/85,1/1/99,Staff
410372,Duri,Mitina,1/8/65,3/4/90,1/1/99,Senior Engineer
410433,Kazuhisa,Riesenhuber,1/19/65,10/6/92,1/1/99,Senior Engineer
410592,Tonia,Shigei,1/1/65,3/13/93,1/12/97,Staff
410616,Gudjon,Kalorkoti,1/18/65,4/14/94,1/1/99,Senior Engineer
410703,Kitty,Halloran,1/14/65,11/20/97,1/18/02,Staff
410804,Ronnie,Denos,1/17/65,6/8/92,1/1/99,Engineer
410881,Koichi,Grabner,1/6/65,4/24/90,4/5/00,Senior Engineer
411070,Otmar,Brandsma,1/29/65,5/28/87,1/1/99,Engineer
411082,Martine,Cangellaris,1/8/65,4/28/92,1/1/99,Engineer
411143,Goncalo,Barbanera,1/8/65,9/1/96,1/1/99,Senior Staff
411727,Weiwu,Lamma,1/9/65,11/5/97,11/26/00,Staff
411906,Anneli,Pappas,2/1/65,7/4/98,9/19/98,Engineer
412315,Geoff,Peck,1/2/65,1/8/99,3/26/99,Staff
412404,Mitsuyuki,Jeansoulin,1/15/65,10/28/99,1/1/99,Senior Engineer
412757,Leen,Peak,1/3/65,11/20/99,1/1/99,Engineer
413098,Hsiangchu,Taubenfeld,1/26/65,4/17/93,1/1/99,Senior Staff
413205,Mototsugu,Prampolini,1/9/65,6/12/88,1/1/99,Senior Staff
413554,Elvia,Schwartzburd,1/20/65,10/16/91,8/25/95,Engineer
413666,Remco,Duclos,1/5/65,4/18/88,1/1/99,Senior Staff
413729,Harjit,Ernst,1/2/65,4/26/92,1/1/99,Technique Leader
413831,Mohamadou,Grabner,1/9/65,11/25/91,1/1/99,Senior Staff
413832,Marco,Jahnichen,1/24/65,3/28/95,1/1/99,Senior Staff
414027,Tadanori,Msuda,1/31/65,11/6/88,2/20/93,Engineer
414091,Wuxu,Kuhnemann,1/17/65,8/19/97,1/1/99,Engineer
414461,Somnath,Bierbaum,1/22/65,12/5/96,12/22/00,Senior Staff
414543,Bernd,Anick,1/3/65,11/19/88,1/1/99,Senior Engineer
414551,Elliott,Copas,1/22/65,9/13/94,1/1/99,Engineer
414662,Ipke,Schneeberger,1/21/65,9/20/85,1/1/99,Senior Engineer
414714,Chinho,Delgrande,1/6/65,11/7/96,1/1/99,Senior Staff
414808,Aris,Sambasivam,1/5/65,2/21/88,5/20/98,Engineer
414814,Dayanand,Wielonsky,1/28/65,2/15/99,2/28/99,Staff
414897,Juyoung,Willoner,1/17/65,11/3/89,1/1/99,Senior Staff
414922,Prasadram,Piazza,1/20/65,6/5/87,11/4/97,Engineer
415187,Juyoung,Peltason,1/3/65,9/1/98,1/1/99,Assistant Engineer
415234,Ewing,Baak,1/28/65,10/5/93,10/19/93,Engineer
415338,Shigeo,Emmart,1/22/65,12/24/95,1/1/99,Assistant Engineer
415363,Conal,Shackell,1/19/65,1/25/86,2/23/95,Senior Staff
415563,Mrinalini,Bierbaum,1/21/65,3/12/86,1/1/99,Senior Engineer
416074,Alain,Lieberherr,1/8/65,5/11/87,1/1/99,Senior Engineer
416383,Nectarios,Itschner,1/29/65,3/2/90,1/1/99,Engineer
416420,Adamantios,Heemskerk,1/22/65,8/8/86,1/1/99,Senior Staff
416455,Laurentiu,Morton,1/22/65,12/21/98,12/23/99,Engineer
416492,Kannan,Meriste,1/15/65,8/12/92,1/1/99,Senior Engineer
416660,Nathalie,Luke,1/28/65,9/16/87,1/1/99,Assistant Engineer
416720,Tokuyasu,Xiaoshan,1/14/65,9/19/91,1/1/99,Senior Engineer
416877,Gio,Orsini,1/2/65,12/7/88,1/1/99,Senior Staff
416892,Shooichi,Vandervoorde,1/3/65,8/16/96,1/1/99,Engineer
417128,Valeska,Rosenbaum,1/26/65,5/18/94,1/13/97,Senior Engineer
417435,Bouchung,Zaumen,1/3/65,1/29/99,1/1/99,Senior Staff
418239,Josyula,Motley,1/3/65,9/5/92,3/26/96,Senior Engineer
418247,Oscar,Oppitz,1/8/65,6/30/95,7/27/02,Senior Staff
418298,Arvin,Pusterhofer,1/8/65,3/2/95,1/1/99,Senior Engineer
418309,Danel,Petereit,1/24/65,2/21/85,1/1/99,Engineer
418380,Kazuhiko,Gornas,1/2/65,5/20/93,1/1/99,Senior Engineer
418566,Kazuhide,Snedden,1/27/65,6/14/96,1/1/99,Senior Engineer
418606,Michaela,Otillio,1/11/65,1/5/94,1/1/99,Engineer
418689,Gino,Uehara,1/7/65,2/17/88,4/9/91,Senior Staff
418717,Arunachalam,Magliocco,1/20/65,12/23/87,1/1/99,Senior Staff
418860,Ymte,Dalton,2/1/65,11/22/92,1/1/99,Senior Staff
419099,Heon,Broomell,1/15/65,5/6/98,1/1/99,Staff
419388,Nikolaos,Bamford,1/22/65,2/25/86,9/23/97,Engineer
419953,Ung,Orlowski,1/29/65,7/22/91,1/1/99,Senior Staff
420086,Susuma,Kitsuregawa,1/27/65,5/28/85,1/1/99,Engineer
420476,Mariangiola,Bolsens,1/28/65,6/15/85,1/1/99,Senior Staff
420557,Mabhin,Eastman,1/6/65,8/2/89,1/1/99,Senior Staff
420599,Hidde,Riexinger,1/2/65,11/18/86,8/20/96,Engineer
420681,Atilio,Rajala,1/10/65,12/1/99,7/27/01,Technique Leader
420694,Frazer,Barbanera,1/19/65,11/4/86,1/1/99,Senior Staff
420732,Willard,Morrin,1/6/65,5/27/96,1/1/99,Senior Staff
420759,Raimond,Solovay,1/4/65,10/3/97,1/1/99,Staff
420765,Shawna,Krider,1/17/65,3/9/90,1/1/99,Senior Staff
420877,Khosrow,Erez,1/29/65,2/11/90,1/1/99,Senior Staff
420921,Niranjan,Lamba,1/30/65,11/16/97,10/10/98,Staff
421022,Shigeaki,Butner,1/26/65,7/13/96,1/1/99,Senior Staff
421033,Garnik,Randt,1/14/65,12/23/89,1/1/99,Senior Staff
421039,Aemilian,Zedlitz,1/28/65,12/23/88,7/16/93,Engineer
421074,Zhaofang,Falster,1/7/65,6/29/94,1/1/99,Senior Staff
421312,Mariangiola,Bashian,1/13/65,9/18/99,1/1/99,Engineer
421384,Renny,Bednarek,1/2/65,6/1/87,1/1/99,Senior Staff
421755,Shichao,Thiria,1/3/65,1/11/89,1/1/99,Assistant Engineer
422146,Kenton,Miara,1/8/65,5/14/99,3/13/02,Engineer
422263,Abdulah,Remmele,1/6/65,9/24/92,7/21/96,Staff
422450,Junichi,Rubsam,1/4/65,10/30/88,3/11/94,Senior Engineer
422783,Jagoda,Uhrig,1/18/65,9/1/95,1/1/99,Engineer
423038,Takushi,Strehl,1/20/65,10/4/88,1/1/99,Senior Staff
423204,Uma,Stranks,1/8/65,9/13/91,1/1/99,Senior Staff
423208,Joydip,Krone,1/19/65,2/8/95,1/1/99,Engineer
423214,Tsutomu,Tetzlaff,1/31/65,9/24/87,1/1/99,Senior Staff
423327,Constantijn,Lichtman,1/27/65,6/26/94,1/1/99,Senior Staff
423350,Heping,Monarch,1/4/65,4/15/88,1/1/99,Senior Staff
423516,Wojceich,Butterworth,1/2/65,8/29/96,11/16/99,Senior Engineer
423633,Mariusz,Tokunaga,1/30/65,2/11/85,1/1/99,Senior Engineer
423993,Seshu,Kolvik,1/1/65,12/9/88,1/1/99,Technique Leader
424569,Danco,Luff,1/14/65,10/30/97,1/1/99,Engineer
424584,Kagan,Dredge,2/1/65,2/26/94,1/1/99,Engineer
424685,Changho,Veevers,1/10/65,3/3/97,1/1/99,Senior Staff
424714,Nathan,Vendrig,1/10/65,8/20/90,3/22/97,Engineer
424797,Theron,Itschner,1/19/65,5/16/85,1/1/99,Senior Staff
424805,Jacqueline,Zallocco,1/24/65,12/17/87,1/1/99,Senior Staff
424845,Salvador,Peres,1/1/65,4/24/95,2/5/96,Staff
424930,Xuejun,Reeker,1/19/65,11/18/88,1/1/99,Senior Staff
424984,Vasilis,Waleschkowski,1/11/65,5/26/96,1/1/99,Engineer
425437,Moni,Staudhammer,1/3/65,3/23/99,1/1/99,Engineer
425535,Alagu,Vieri,1/18/65,8/23/86,1/1/99,Senior Staff
425540,Paddy,Zumaque,1/3/65,11/12/95,1/1/99,Senior Staff
425757,Yongdong,Jiang,1/18/65,10/13/90,1/31/95,Senior Staff
425780,Paris,Range,1/15/65,10/25/89,1/1/99,Senior Staff
425830,Guther,Conia,1/30/65,2/13/99,1/1/99,Engineer
425875,Jahangir,Kroft,1/19/65,6/11/90,1/1/99,Senior Staff
426153,Shahaf,Luce,1/16/65,4/6/99,1/1/99,Senior Staff
426168,Kaijung,Mateescu,1/10/65,11/18/87,1/1/99,Senior Staff
426228,Supot,Badache,1/17/65,8/17/96,1/1/99,Engineer
426235,Danco,Rajala,1/31/65,3/29/91,1/1/99,Senior Staff
426611,Serap,Bahi,1/29/65,5/15/86,5/4/90,Engineer
426644,Zejun,Broomell,1/13/65,1/19/95,1/1/99,Senior Engineer
426683,Xudong,Muntz,1/3/65,3/8/91,4/2/96,Engineer
426706,Karsten,Kawashima,1/7/65,3/15/94,1/1/99,Engineer
426795,Huican,Lunn,1/7/65,7/23/86,1/1/99,Staff
426818,Gaurav,Fendler,1/21/65,2/15/92,1/1/99,Senior Staff
426819,Sandeepan,Kulisch,1/13/65,5/16/97,1/1/99,Engineer
